#Parameters = {h=1.5; l=55; n=6.8; w=50; wp=3; x=16.3}
#"Frequency / GHz"	"S1,1 (236) [Magnitude / dB]"
#-----------------------------------------------
1.0000000000000	-0.41334610843553
1.0089999437332	-0.41628328834565
1.0180000066757	-0.42028776648747
1.0269999504089	-0.42536794751553
1.0360000133514	-0.43153303650884
1.0449999570847	-0.43879465278543
1.0540000200272	-0.44716231721478
1.0629999637604	-0.45664609890479
1.0720000267029	-0.46725653155230
1.0809999704361	-0.47900514347573
1.0900000333786	-0.49190090391636
1.0989999771118	-0.50595583597492
1.1080000400543	-0.52117964125157
1.1169999837875	-0.53758266229031
1.1260000467300	-0.55517724467247
1.1349999904633	-0.57397303482143
1.1440000534058	-0.59398413794045
1.1529999971390	-0.61521761304384
1.1619999408722	-0.63768948390751
1.1710000038147	-0.66140695855603
1.1799999475479	-0.68638590609487
1.1890000104904	-0.71263579113769
1.1979999542236	-0.74016784050268
1.2070000171661	-0.76899699403857
1.2159999608994	-0.79913275719680
1.2250000238419	-0.83058970643726
1.2339999675751	-0.86338079345889
1.2430000305176	-0.89751588208860
1.2519999742508	-0.93301085018116
1.2610000371933	-0.96987640179237
1.2699999809265	-1.0081267919185
1.2790000438690	-1.0477746557701
1.2879999876022	-1.0888326449483
1.2970000505447	-1.1313166471413
1.3059999942780	-1.1752367914300
1.3150000572205	-1.2206095065935
1.3240000009537	-1.2674461279622
1.3329999446869	-1.3157625814342
1.3420000076294	-1.3655716733179
1.3509999513626	-1.4168858942193
1.3600000143051	-1.4697214212323
1.3689999580383	-1.5240922166619
1.3780000209808	-1.5800096448882
1.3869999647141	-1.6374915477027
1.3960000276566	-1.6965494823562
1.4049999713898	-1.7571964744435
1.4140000343323	-1.8194494335464
1.4229999780655	-1.8833217044152
1.4320000410080	-1.9488267693578
1.4409999847412	-2.0159795149434
1.4500000476837	-2.0847924776594
1.4589999914169	-2.1552816982455
1.4680000543594	-2.2274606602457
1.4769999980927	-2.3013444381572
1.4859999418259	-2.3769453128752
1.4950000047684	-2.4542779580258
1.5039999485016	-2.5333572083738
1.5130000114441	-2.6141967417619
1.5219999551773	-2.6968110191977
1.5310000181198	-2.7812118257634
1.5399999618530	-2.8674159722623
1.5490000247955	-2.9554365801148
1.5579999685287	-3.0452855364939
1.5670000314713	-3.1369812181708
1.5759999752045	-3.2305328855239
1.5850000381470	-3.3259550174125
1.5939999818802	-3.4232639619367
1.6030000448227	-3.5224726435753
1.6119999885559	-3.6235939664203
1.6210000514984	-3.7266432318064
1.6299999952316	-3.8316327953972
1.6390000581741	-3.9385786252376
1.6480000019073	-4.0474928079827
1.6569999456406	-4.1583913802506
1.6660000085831	-4.2712881427090
1.6749999523163	-4.3861958100905
